"esu_dps_name","esa_pop_name","popid","commonpopname","spawningyear","popfit","popfitnotes","tsaej","nosaej","phosej","nosaij","tsaij","phosij"
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2014","Same",NA,"2640","834","0.685",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2015","Same",NA,"396","151","0.618",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2016","Same",NA,"1158","322","0.722",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2017","Same",NA,"1085","272","0.750",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2018","Same",NA,"1019","302","0.703",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2019","Same",NA,"1304","584","0.549",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2020","Same",NA,"2223","858","0.608",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2021","Same",NA,"1051","860","0.173",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2022","Same",NA,"1695","1026","0.387",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2010","Same",NA,"2956","2157","0.266",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2011","Same",NA,"1812","1389","0.232",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2012","Same",NA,"1806","1524","0.153",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2013","Same",NA,"8902","1390","0.844",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2014","Same",NA,"14003","4840","0.655",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2015","Same",NA,"4801","1007","0.790",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2016","Same",NA,"9654","3350","0.653",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2017","Same",NA,"9613","4274","0.553",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2018","Same",NA,"10417","2984","0.711",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2019","Same",NA,"9307","4433","0.523",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2020","Same",NA,"13831","7739","0.439",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2021","Same",NA,"12589","4761","0.622",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2022","Same",NA,"13082","4862","0.628",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1996","Same",NA,"1810","1810","0.000",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1997","Same",NA,"3633","3633","0.000",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1998","Same",NA,"3158","1157","0.634",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1999","Same",NA,"6831","1252","0.817",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2000","Same",NA,"8985","666","0.930",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2001","Same",NA,"27170","1724","0.940",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2002","Same",NA,"18379","1732","0.910",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2003","Same",NA,"7470","645","0.914",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2004","Same",NA,"12958","722","0.940",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2005","Same",NA,"8591","1331","0.845",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2006","Same",NA,"2367","738","0.688",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2007","Same",NA,"2406","827","0.656",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2008","Same",NA,"2715","915","0.663",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2009","Same",NA,"4384","1306","0.702",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2010","Same",NA,"2957","899","0.696",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2011","Same",NA,"6360","1963","0.691",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2012","Same",NA,"4920","1270","0.742",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2013","Same",NA,"6446","2653","0.588",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2014","Same",NA,"13832","8920","0.355",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2015","Same",NA,"2923","1362","0.534",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2016","Same",NA,"6940","2629","0.621",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2017","Same",NA,"10447","5195","0.503",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2018","Same",NA,"4470","1321","0.704",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2019","Same",NA,"7230","1559","0.784",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2020","Same",NA,"13299","2401","0.819",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2021","Same",NA,"15037","6399","0.574",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2022","Same",NA,"16653","7275","0.563",NA,NA,NA
"Salmon, chum (Columbia River ESU)","Salmon, chum (Columbia River ESU) Lewis River - fall","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Columbia River ESU)","Salmon, chum (Columbia River ESU) Elochoman River - fall","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1977","Same",NA,"400","400",NA,"400","400",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1978","Same",NA,"1015","1015",NA,"1015","1015",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1979","Same",NA,"484","484",NA,"484","484",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1980","Same",NA,"718","718",NA,"718","718",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1981","Same",NA,"2926","2926",NA,"2926","2926",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1982","Same",NA,"1385","1385",NA,"1385","1385",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1983","Same",NA,"869","869",NA,"869","869",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1984","Same",NA,"247","247",NA,"247","247",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1985","Same",NA,"461","461",NA,"461","461",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1986","Same",NA,"473","473",NA,"473","473",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1987","Same",NA,"748","748",NA,"748","748",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1988","Same",NA,"950","950",NA,"950","950",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1989","Same",NA,"684","684",NA,"684","684",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1990","Same",NA,"745","745",NA,"745","745",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1991","Same",NA,"704","704",NA,"704","704",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1992","Same",NA,"1075","1075",NA,"1075","1075",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1993","Same",NA,"2283","2283",NA,"2283","2283",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1994","Same",NA,"1041","1041",NA,"1041","1041",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1995","Same",NA,"1302","1302",NA,"1302","1302",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1996","Same",NA,"614","614",NA,"614","614",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1997","Same",NA,"602","602",NA,"602","602",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1998","Same",NA,"182","182",NA,"182","182",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1999","Same",NA,"396","186","0.528","186","396","0.528"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2000","Same",NA,"149","128","0.141","128","149","0.141"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2001","Same",NA,"292","250","0.146","250","292","0.146"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2002","Same",NA,"583","413","0.290","413","583","0.290"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2003","Same",NA,"1498","821","0.452","821","1498","0.452"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2004","Same",NA,"1341","581","0.566","581","1341","0.566"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2005","Same",NA,"1241","476","0.616","476","1241","0.616"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2006","Same",NA,"806","421","0.476","421","806","0.476"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2007","Same",NA,"873","376","0.568","376","873","0.568"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2008","Same",NA,"390","241","0.382","241","390","0.382"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2009","Same",NA,"567","310","0.453","310","567","0.453"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2010","Same",NA,"982","392","0.600","392","982","0.600"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2011","Same",NA,"1178","582","0.505","582","1178","0.505"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2012","Same",NA,"1207","667","0.448","667","1207","0.448"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2013","Same",NA,"1186","745","0.370","745","1186","0.370"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2014","Same",NA,"751","402","0.463","402","751","0.463"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2015","Same",NA,"1879","795","0.576","795","1879","0.576"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2016","Same",NA,"1356","877","0.353","877","1356","0.353"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2017","Same",NA,"1195","648","0.457","648","1195","0.457"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2018","Same",NA,"486","329","0.321","329","486","0.321"
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","2019","Same",NA,"577","392","0.318","392","577","0.318"
